Name,Wikidata_ID,Geonames_ID,Country_Code,Latitude,Longitude
Auschwitz-Birkenau,Q7341,3089658,PL,50.0262,19.2041
Olsztyn,Q82765,763166,PL,53.78,20.494166666667
Vojnův Městec,Q1948479,3062616,CZ,49.679497559612,15.878329128124
Los Angeles,Q65,5368361,US,34.05223,-118.24368
Nowoczerkask,Q175452,518970,RU,47.422222222222,40.093888888889
Frýdlant,Q986077,3076124,CZ,50.921451823669,15.079858729413
Marsylia,Q23482,2995469,FR,43.296666666667,5.3763888888889
Kielce,Q102317,769250,PL,50.8725,20.631944444444
Porterdale,Q1855733,4217100,US,33.5697,-83.8981
Nyeri,Q380130,182701,KE,-0.41666666666667,36.95
Lublana,Q437,3196359,SI,46.05,14.516666666667
Pietrowiczi,Q1010621,510124,RU,53.976388888889,32.162777777778
Karniów,Q1789604,3072656,CZ,50.089666916291,17.703908920138
Skierbieszów,Q1932465,759127,PL,50.851666666667,23.365277777778
Głogowiec,Q3124619,3099206,PL,52.027222,18.933611
Kuntsevo Dacha,Q4088132,9883031,RU,55.72433611,37.48534444
Barmen,Q153974,2952539,DE,51.266666666667,7.2
Gubernia czernihowska,Q545958,710736,UA,51.5,31.3
Královo Pole,Q599929,3072934,CZ,49.22555555555556,16.59611111111111
Königstein im Taunus,Q569661,2885760,DE,50.183125,8.463541666666666
Kenley,Q6389431,2645821,GB,51.3242,-0.0969
Lebiedian´,Q157447,536518,RU,53.011552777778,39.128116666667
Konstancin-Jeziorna,Q985687,768216,PL,52.083333333333,21.116666666667
Habrkovice,Q12018824,3076062,CZ,50.0,15.3783
Hýskov,Q1652713,3074621,CZ,49.990809436085,14.050611824636
Birkdale,Q764412,2637343,GB,53.6325,-3.0192
Opawa,Q156080,3068927,CZ,49.938055555556,17.904444444444
Brno,Q14960,3078610,CZ,49.195277777778,16.608333333333
Halifax,Q826561,2647632,GB,53.725,-1.863
Wołkowysk,Q739491,620391,BY,53.166666666667,24.466666666667
Skarżysko-Kamienna,Q644002,759141,PL,51.116666666667,20.916666666667
Kośmin,Q6435636,768024,PL,51.5833,22.0
Fontainebleau,Q182872,6443660,FR,48.408888888889,2.7016666666667
Saint-Germain-en-Laye,Q185075,2979783,FR,48.896388888889,2.0905555555556
Porcjunkula,Q510041,3167559,IT,43.058196,12.580268
Skarbanowo,Q7533963,3085841,PL,52.41666667,18.81666667
Wola Mielecka,Q2691984,755215,PL,50.28333,21.36667
Deggendorf,Q16083,6558236,DE,48.835277777778,12.964444444444
Menlo Park,Q74195,5372223,US,37.454166666667,-122.17861111111
Ávila,Q15688,6355632,ES,40.654347222222,-4.6962222222222
Neuruppin,Q16085,6550636,DE,52.922222222222,12.8
Egipt,Q79,357994,EG,27.0,29.0
Rzochów,Q786764,759721,PL,50.25,21.48333333
Ostrów,Q4338781,698183,UA,50.393888888889,24.169722222222
Šumperk,Q392692,3064673,CZ,49.965299915762,16.9706654352
Czeski Cieszyn,Q278877,3077882,CZ,49.746110801139,18.62617038595
Zakopane,Q144786,3080866,PL,49.299444444444,19.951944444444
Aleksandrów Kujawski,Q325124,3104133,PL,52.875,18.7
Ostrołęka,Q461287,762909,PL,53.083333333333336,21.566666666666666
Andes,Q3472275,5107174,US,42.1886,-74.7858
Żytomierz,Q156713,686967,UA,50.254444444444,28.657777777778
Capolona,Q52068,6543013,IT,43.567777777778,11.864722222222
Schwarmstedt,Q664377,6552778,DE,52.68,9.6254
St John's Wood,Q2153758,2638768,GB,51.5361,-0.1751
Cambridge,Q350,2653941,GB,52.208055555556,0.1225
Genua,Q1449,6542282,IT,44.407186111111,8.9339833333333
Pieczersk,Q1291708,511839,RU,54.853055555556,32.031388888889
Tambow,Q3544,484646,RU,52.716666666667,41.433333333333
11. dzielnica Paryża,Q169293,2986082,FR,48.858677777778,2.3793055555556
Bazylea,Q78,7285161,CH,47.560555555556,7.5905555555556
Beverly Hills,Q127856,5328041,US,34.073055555556,-118.39944444444
Zgorzelec,Q147929,3080231,PL,51.152777777778,15.0
Lochovice,Q1867461,3071645,CZ,49.853267849659,13.981323319813
Weimar,Q3955,2812479,DE,50.983333333333,11.316666666667
Debreczyn,Q79880,721472,HU,47.53,21.639166666667
Suchdol nad Lužnicí,Q2305015,3064742,CZ,48.893401070196,14.876960231353
Teheran,Q3616,112931,IR,35.7,51.416666666667
Brisbane,Q34932,2174003,AU,-27.467777777778,153.02777777778
Ottawa,Q1930,6094817,CA,45.424722222222,-75.695
Vysoké Mýto,Q999916,3062214,CZ,49.953240035812,16.161752006464
Brinkworth,Q4577318,2654682,GB,51.5594,-1.9797805555556
Młociny,Q25415989,764625,PL,52.311336111111,20.920458333333
Stanford,Q173813,5398563,US,37.424109,-122.166079
Gia Định,Q2681546,1566083,VN,10.8035404,106.6966172
Falmouth,Q478029,2649715,GB,50.15,-5.0666666666667
Buslingthorpe,Q2180099,7296096,GB,53.35,-0.37
Lukov (powiat Zlin),Q1877128,3071374,CZ,49.290273695341,17.729602776748
Nowe Miasto nad Pilicą,Q1019505,763659,PL,51.619444444444,20.576111111111
Biadoliny Szlacheckie,Q4902414,776194,PL,49.998333333333,20.750555555556
Coyoacán,Q661315,3530139,MX,19.35,-99.161666666667
Świsłocz,Q1076109,621048,BY,53.033333333333,24.1
Pilica,Q555053,7533307,PL,50.466388888889,19.656666666667
Rudna Wielka,Q606218,760062,PL,50.08333333,21.95
Siemiatycze,Q218980,759320,PL,52.427222222222,22.8625
Stany Zjednoczone,Q30,6252001,US,39.828175,-98.5795
Newark,Q25395,5101798,US,40.735277777778,-74.185
Flossenbürg,Q274354,2926107,DE,49.735698,12.3569
Szwajcaria,Q39,2658434,CH,46.798562,8.231973
Sušice,Q1000056,3064662,CZ,49.231161465796,13.520207848015
Popowo Kościelne,Q7229501,3088294,PL,52.7167,17.2667
Spiczyńce,Q4437954,693025,UA,49.410833333333,29.153888888889
Nevşehir,Q206879,303831,TR,38.625,34.712222222222
Stambuł,Q406,745044,TR,41.01,28.960277777778
Rybczewice,Q2690632,759922,PL,51.01667,22.85
Podlesie,Q7206881,761838,PL,50.50944444,22.6975
Champaign,Q577964,4887158,US,40.112777777778,-88.261111111111
Dobříš,Q16515,3077024,CZ,49.781215974594,14.16722087166
Walencja,Q8818,6362115,ES,39.47,-0.3763888888888889
Londýnská,Q43388791,8378770,CZ,50.0736129465,14.4342233717
Bobrujsk,Q207294,630468,BY,53.15,29.233333333333
Grenoble,Q1289,3014728,FR,45.186944444444,5.7263888888889
Aleppo,Q41183,170063,SY,36.2,37.15
Johannesburg,Q34647,993800,ZA,-26.204361111111,28.041638888889
Laval,Q184154,6454286,FR,48.072777777778,-0.77
Ottyniowice,Q4340239,698143,UA,49.440833333333,24.318055555556
Boulogne-Billancourt,Q172455,6451962,FR,48.835277777778,2.2413888888889
Boston,Q100,4930956,US,42.358333333333,-71.0625
Kołaczkowice,Q6435500,3095848,PL,50.95,18.95
Okříšky,Q2703812,3069098,CZ,49.245438505879,15.7696064121
Warszawa,Q270,756135,PL,52.23,21.011111111111113
Žďárky,Q394513,3061698,CZ,50.468257101643,16.227426004408
Montauban,Q172593,2993002,FR,44.017222222222,1.355
Alba de Tormes,Q946344,6360266,ES,40.824722222222,-5.5161111111111
Saint-Michel-de-Montaigne,Q178442,2977985,FR,44.874166666667,0.03
Offenbach am Main,Q3042,3220975,DE,50.1,8.7666666666667
Tartu,Q13972,588335,EE,58.38,26.7225
Przemyśl,Q208473,761168,PL,49.78345,22.78424
Mazandaran,Q308864,124544,IR,36.5656,53.0588
Lower East Side,Q1511813,5125409,US,40.717222,-73.989722
Gdańsk,Q1792,3099434,PL,54.366666666667,18.633333333333
Bratkowice,Q849093,775350,PL,50.11666667,21.86666667
Florencja,Q2044,6542285,IT,43.771388888889,11.254166666667
Łoźna,Q1025872,626064,BY,55.016666666667,30.8
Kham,Q125990,8449601,,30.601669444444,96.841552777778
Savonranta,Q568109,637288,FI,62.173611111111,29.206944444444
Holszyce,Q17494791,628357,BY,53.143055555556,27.659166666667
Chichester,Q207639,2653192,GB,50.8365,-0.7792
Asyż,Q20103,6538612,IT,43.07,12.6175
Milkowszczyzna,Q653342,8077171,BY,53.5597,24.3903
Mysore,Q10086,1262321,IN,12.30861111111111,76.65305555555555
Srebrna,Q278411,758496,PL,52.493,20.3274
Segedyn,Q81581,715429,HU,46.25,20.166666666667
Skałat,Q149159,693700,UA,49.433333333333,25.983333333333
Barabasz,Q2658770,2027142,RU,43.191666666667,131.48888888889
Eupatoria,Q33345,688105,RU,45.2,33.358333333333
Lubeka,Q2843,2875601,DE,53.869722222222,10.686388888889
Jarnac,Q217173,3012477,FR,45.681388888889,-0.17583333333333
Siemianowice Śląskie,Q158485,3086024,PL,50.275833333333,18.985833333333
Prades,Q212450,6613826,FR,42.617222222222,2.4219444444444
Katyń,Q321107,551732,RU,54.770088888889,31.689811111111
Tuszów Narodowy,Q2684637,756523,PL,50.37083333333333,21.463333333333335
Písek,Q158245,3068293,CZ,49.30888068684,14.147530601921
Środa Wielkopolska,Q52903,3085045,PL,52.233333333333,17.283333333333
Hermanville-sur-Mer,Q862669,6427258,FR,49.283611111111,-0.31527777777778
Cheshire,Q755226,5283837,US,41.49899,-72.90066
Znojmo,Q214956,3061344,CZ,48.855540667876,16.048796054219
Harpurhey,Q4496047,11979027,GB,53.507311111111,-2.2080305555556
Nierośno,Q5620262,763894,PL,53.6,23.3833
Kožlany,Q1785887,3073025,CZ,49.993988077239,13.541132603917
Nisko,Q983983,763829,PL,50.533333333333,22.133333333333
Chorobrów,Q285434,696368,UA,49.598417535668,25.123308080259
Phoenix,Q16556,5308655,US,33.44833333333333,-112.07388888888889
Uchylsko,Q7876772,3082872,PL,49.945,18.381944444444
Carlsberg,Q521626,6554891,DE,49.503888888889,8.0416666666667
Chełmża,Q850688,3101787,PL,53.2,18.6
Kraków,Q31487,6690154,PL,50.061388888889,19.937222222222
Stecówka,Q4442524,692531,UA,48.556944444444,25.559722222222
Hagen,Q2871,3221110,DE,51.359444444444,7.475
Czarny Ostrów,Q1973626,710628,UA,49.5,26.75
17. dzielnica Paryża,Q197297,6618623,FR,48.882244444444,2.3078388888889
Kolano,Q4196415,768810,PL,51.671388888889,23.0625
Waszyngton,Q61,4140963,US,38.895,-77.036666666667
Wołogda,Q1957,472459,RU,59.216666666667,39.9
Manhattan,Q11299,5125771,US,40.728333333333,-73.994166666667
Amélie-les-Bains-Palalda,Q7152,6452464,FR,42.475277777778,2.6719444444444
Kolín,Q470369,3073371,CZ,50.028193990808,15.200633745928
Łódź,Q580,3093133,PL,51.776944444444,19.454722222222
Nazaret,Q430776,294098,IL,32.702102777778,35.29785
Arundel,Q974582,5887440,CA,45.9667,-74.6167
Radzymin,Q609246,760684,PL,52.41592,21.18415
Pińczów,Q275592,762201,PL,50.533333333333,20.533333333333
Suwałki,Q236083,7530941,PL,54.083333333333,22.933333333333
Martin,Q27001,3058780,SK,49.063611111111,18.921388888889
Niemirów,Q997335,700322,UA,48.979444444444,28.843888888889
Niedźwiady,Q7031279,7531650,PL,51.80111111,18.09277778
sanatorium Borůvkovo,Q19601766,8378770,CZ,50.076666666667,14.43
Courbevoie,Q189715,3023141,FR,48.897222222222,2.2522222222222
Berdiańsk,Q33292,712451,UA,46.759787424073,36.784501356212
Malvern,Q623323,7290434,GB,52.108,-2.325
Bystrzyca Kłodzka,Q991022,3101968,PL,50.3,16.65
Myszków,Q731079,3091217,PL,50.5752,19.32461
Tyszowce,Q1946027,756438,PL,50.618333333333,23.709722222222
Bruksela,Q9005,2800866,BE,50.846666666667,4.3525
Všetaty,Q1364159,3062342,CZ,50.28194003284,14.593054591872
Strasburg,Q6602,2973783,FR,48.573333333333,7.7522222222222
Mińsk,Q2280,625143,BY,53.902246,27.561837
Motihari,Q1774606,1262710,IN,26.65,84.916666666667
Zamość,Q145972,753866,PL,50.720555555556,23.258611111111
Turnov,Q851419,3063853,CZ,50.587341607858,15.156899388718
Tunis,Q3572,2464470,TN,36.800833333333,10.18
Kutno,Q202160,3094170,PL,52.233333333333,19.366666666667
Wilno,Q216,593116,LT,54.683333333333,25.283333333333
Mengen,Q82279,6558195,DE,48.049722222222,9.33
Niewiadów,Q7032034,3090894,PL,51.61777778,19.90861111
Jerozolima,Q1218,281184,IL,31.783333333333,35.216666666667
Sosnowiec,Q105060,7530975,PL,50.3,19.166666666667
Amsterdam,Q727,2759794,NL,52.383333333333,4.9
Gwatemala,Q1555,3595529,GT,14.609861111111,-90.52525
Francja,Q142,3017382,FR,47.0,2.0
Auschwitz II – Birkenau,Q663764,7701596,PL,50.0371,19.1752
Brześć,Q140147,629634,BY,52.084722222222,23.656944444444
Rudniki (obwód brzeski),Q6531316,622603,BY,52.6675,24.513888888889
Vodochody (Straškov-Vodochody),Q11924495,3062639,CZ,50.3581,14.2514
Sidzina,Q7509516,3086111,PL,49.6,19.7167
Oświęcim,Q7342,3089658,PL,50.03805555555556,19.22138888888889
Słowiańsk,Q33581,693468,UA,48.87,37.625
Goniądz,Q985386,771893,PL,53.489166666667,22.737777777778
Łępice,Q82051,755540,PL,52.653611111111,21.003611111111
Nieśwież,Q201230,624700,BY,53.216666666667,26.666666666667
Limerick,Q178283,2962941,IE,52.5,-8.75
Hamm,Q2880,3221111,DE,51.666666666667,7.8166666666667
Łubianki Wyższe,Q4129791,688660,UA,49.655978705143,25.875782207254
Przasnysz,Q672964,761218,PL,53.016667,20.883333
Gorłówka,Q157260,707753,UA,48.333611111111,38.0925
Zambrów,Q145719,753895,PL,52.985277777777775,22.24222222222222
Pałac Dolmabahçe,Q274141,6947654,TR,41.039444444444,29.001666666667
Janikowice,Q6154431,770538,PL,50.28444444,20.1675
Berkeley,Q484678,5327684,US,37.870277777778,-122.26805555556
Lębork,Q497148,3093739,PL,54.55,17.75
Homel,Q2678,627907,BY,52.441666666667,30.983333333333
Pobużany,Q4366289,697017,UA,50.014166666667,24.559722222222
Sopot,Q92689,3085151,PL,54.44185,18.54782
Oakland,Q17042,5378538,US,37.8,-122.25
Uhřínov,Q2064019,3063707,CZ,49.349872614505,15.93797889256
Siekierno,Q7510780,759365,PL,50.97972222,20.94527778
Milanówek,Q422283,764749,PL,52.1243,20.6654
Dąbrowa-Zabłotne,Q5320673,773564,PL,52.8506,22.43
Saloniki,Q17151,734077,GR,40.640277777777776,22.935555555555556
Feijó,Q2304535,8013120,PT,38.65386,-9.1685
Grodno,Q181376,627904,BY,53.666666666667,23.816666666667
Paszowice,Q287764,3089375,PL,51.016666666667,16.166666666667
Pruszków,Q721937,761228,PL,52.166666666667,20.8
Skuteč,Q1332942,3065921,CZ,49.843507732223,15.996602726521
East Village,Q1043326,5116093,US,40.7275,-73.98583333
Ołtarzew,Q7116796,763151,PL,52.21666667,20.78333333
Powiat wasylkowski,Q11825794,690412,UA,50.18693,30.31346
Bogucin,Q4937810,775711,PL,51.504444444444,21.573333333333
Brzeżany,Q793424,712374,UA,49.44642725077,24.943643614913
Czortków,Q148473,710400,UA,49.016666666667,25.8
La Santé,Q290432,7290166,FR,48.833888888889,2.3397222222222
Bielebiej,Q104703,578120,RU,54.1,54.133333333333
Felicjanów,Q5441822,3099694,PL,51.7667,19.8333
Miastków Kościelny,Q2667569,764988,PL,51.9,21.833333333333
Vlašim,Q1000101,3062759,CZ,49.706391051684,14.898853788831
Montpellier,Q6441,2992166,FR,43.610919444444,3.8772305555556
Wiesbaden,Q1721,3220990,DE,50.0825,8.24
Grodzisk Mazowiecki,Q924078,771401,PL,52.108888888889,20.625
Cieszyn,Q321197,3101321,PL,49.75,18.633333333333
Kamionek,Q6358262,8425896,PL,52.244722222222,21.055833333333
Innsbruck,Q1735,7871498,AT,47.268333333333,11.393333333333
Bierutów,Q858130,3103364,PL,51.133333333333,17.533333333333
Holsterhausen,Q1625155,2900247,DE,51.6790016,6.9493567
Syców,Q1001322,3083921,PL,51.3,17.716666666667
Zábřeh,Q246634,3062111,CZ,49.882620486561,16.872280013113
Szczecin,Q393,3083829,PL,53.424722222222,14.555277777778
Branky,Q744603,3078818,CZ,49.460953515336,17.892976922851
Wysokie,Q956627,619818,BY,52.366666666667,23.366666666667
Chełm,Q234184,774558,PL,51.133333333333,23.483333333333
Inowrocław,Q378821,3097872,PL,52.795833333333,18.261111111111
Libice nad Cidlinou,Q1013892,3071947,CZ,50.126831679238,15.178272111545
Lublin,Q37333,765876,PL,51.233333333333,22.566666666667
Sztokholm,Q1754,2673730,SE,59.329444444444,18.068611111111
Nieżyn,Q952457,699942,UA,51.05,31.9
Pukanec,Q285486,3057960,SK,48.353333333333,18.722777777778
Lipsk,Q2079,2879137,DE,51.333333333333,12.383333333333
Lipsk,Q4333116,515843,RU,51.635936111111,45.455363888889
Santiniketan,Q1026431,1256640,IN,23.68,87.68
Jarosław,Q721928,770380,PL,50.01623,22.67776
Głubczyce,Q717947,3099174,PL,50.2,17.833333333333
Beresławka,Q753652,712418,UA,47.892777777778,32.290277777778
Tampa,Q49255,4174757,US,27.970833333333,-82.464722222222
Cheb,Q193719,3077835,CZ,50.079759165169,12.373995588434
Praga,Q1085,3067696,CZ,50.083333333333,14.416666666667
Stary Sącz,Q1280257,758282,PL,49.5625,20.636388888889
Aleksota (dzielnica Kowna),Q2640897,601138,LT,54.88333333,23.9
Dąbrowa Tarnowska,Q324971,773569,PL,50.175,20.983333333333334
Nowy Jork,Q60,5128581,US,40.712728,-74.006015
Lizbona,Q597,2267057,PT,38.708042,-9.139016
Urbana,Q462184,4914570,US,40.109722222222,-88.204166666667
San Antonio de Arredondo,Q10367373,3837989,AR,-31.483888888889,-64.533888888889
Kladno,Q155993,3073699,CZ,50.143055555556,14.105277777778
Ołomuniec,Q81137,3069011,CZ,49.593888888889,17.250833333333
Urniaże,Q5765943,593689,LT,55.3333,23.9
Tuluza,Q7880,2972315,FR,43.604444444444,1.4438888888889
Ojców,Q842133,3090275,PL,50.206666666667,19.829166666667
Pionki,Q1753143,762199,PL,51.483333333333,21.45
Berchtesgaden,Q278221,6558517,DE,47.631388888889,13.004166666667
Velestovo,Q3555304,3188301,ME,42.52611111,18.96444444
Obořiště,Q2362899,3069188,CZ,49.742330457477,14.151904324374
Krajná Bystrá,Q853778,724419,SK,49.385,21.6775
Kromieryż,Q158239,3072649,CZ,49.297859972783,17.393134863736
Kukizów,Q4245721,703753,UA,49.941111111111,24.271666666667
Oberaudorf,Q524660,6556371,DE,47.6475,12.171944444444
Preszów,Q26119,723819,SK,49.0,21.233333333333
Oksford,Q34217,2640729,GB,51.751944444444,-1.2577777777778
Pleszew,Q555876,3088848,PL,51.897361111111,17.785613888889
Gorki-10,Q4144333,559919,RU,55.705636111111,37.024491666667
Zawar,Q166884,3056572,SK,48.35055555555556,17.672777777777778
Połtawa,Q156747,696643,UA,49.574444444444,34.568611111111
Mladá,Q1941188,3070628,CZ,50.2303,14.8733
Prjamuchino,Q2111332,504414,RU,56.937777777778,34.452777777778
Subotica,Q170287,3189595,RS,46.098333333333,19.67
Clermont-Ferrand,Q42168,6440000,FR,45.779722222222,3.0869444444444
Yonkers,Q128114,5145215,US,40.941388888889,-73.864444444444
Bourg-la-Reine,Q249852,6451963,FR,48.778055555556,2.3158333333333
Kolkata,Q1348,1275004,IN,22.5726723,88.3638815
Kajetanówka,Q6348959,769822,PL,51.0833,22.4333
Kłajpeda,Q776965,598099,LT,55.7075,21.142777777778
Lwów,Q36036,702550,UA,49.841888888889,24.0315
Moskwa,Q649,524894,RU,55.755833333333,37.617777777778
Borzęcin,Q2145650,775423,PL,50.07583333,20.70555556
Saint-Paul-de-Vence,Q208260,2977701,FR,43.696388888889,7.1222222222222
Brema,Q24879,2944388,DE,53.076944444444,8.8088888888889
Hluboká nad Vltavou,Q1010144,3075731,CZ,49.052328810727,14.434283204502
North Baltimore,Q2599127,5164653,US,41.1819,-83.6744
Przywóz,Q1001632,3067474,CZ,49.85611111,18.27333333
Stonewall (Teksas),Q975048,4734587,US,30.24,-98.66
Vítkov,Q1641781,3062811,CZ,49.774449841863,17.749454126304
Nicea,Q33959,2990440,FR,43.701944444444,7.2683333333333
Melbourne,Q3141,2158177,AU,-37.820555555556,144.96138888889
14. dzielnica Paryża,Q187153,2989781,FR,48.833022222222,2.3268888888889
Nowy Targ,Q231593,763523,PL,49.483333333333334,20.033333333333335
New Palace,Q695076,6948542,DE,48.7781,9.18194
powiat przasnyski,Q608078,7530886,PL,53.016666666667,20.883333333333
Siedlce,Q319813,759412,PL,52.183333333333,22.283333333333
Heidelberg,Q2966,2907911,DE,49.412222222222,8.71
Zułowo,Q2606178,592923,LT,54.972222,25.975
Wysokie Mazowieckie,Q335580,754479,PL,52.919166666667,22.514444444444
Brush Prairie,Q1502728,5788290,US,45.7289,-122.542
Ferrara,Q13362,6542120,IT,44.835297,11.619865
Branford,Q898484,5283054,US,41.277777777778,-72.799722222222
Plainfaing,Q903654,2986946,FR,48.172222222222,7.0136111111111
Krzepice,Q1005511,3094513,PL,50.967222222222,18.731944444444
Mykolaivka,Q4320321,700123,UA,48.786718531602,35.179621696119
Tagasta,Q1324444,2479215,DZ,36.286389,7.951111
Náchod,Q591823,3070122,CZ,50.416738226612,16.16297400854
